Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Packet Length Mean,SYN Flag Count,ACK Flag Count,Label
51509,3,4,26,11601,225727.5428,135.8985808,8584.833333,15002.5,17128.0,1453.375,0,0,1
60757,1,1,64,117,2979.0806,32.91801768,60757.0,0.0,0.0,81.66666667,0,0,0
64,2,2,4,12,250000.0,62500.0,21.33333333,48.0,48.0,3.6,0,0,0
536729,1,1,47,63,204.9451399123,3.7262752711,536729.0,0.0,0.0,52.3333333333,0,0,0
66577,3,5,433,2337,41605.96002,120.1616174,9511.0,16384.5,8509.5,307.7777778,0,0,0
162,2,2,64,256,1975308.642,24691.35802,54.0,3.0,4.0,70.4,0,0,0
228,2,2,108,140,1087719.298,17543.85965,76.0,49.0,3.0,60.4,0,0,0
116632956,14,15,855,5321,52.95244339,0.2486432737,4165462.71428571,8971765.84615385,8324391.57142857,205.8666666667,0,0,0
38,1,1,0,6,157894.7368,52631.57895,38.0,0.0,0.0,2.0,0,0,1
247131,3,2,18,0,72.83586438,20.23218455,61782.75,48.5,247100.0,4.0,0,0,0
48369,2,2,62,156,4507.0189584238,82.6975955674,16123.0,1.0,3.0,49.8,0,0,0
5379151,8,6,390,3716,763.3174826,2.602641197,413780.8462,768450.1429,17570.4,273.7333333,0,0,0
749305,9,10,703,3950,6209.7543723851,25.3568306631,41628.0555555556,81348.875,72494.6666666667,232.65,0,0,0
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,1,0
72,2,2,4,12,222222.2222,55555.55556,24.0,3.0,49.0,3.6,0,0,0
213491,4,2,136,100,1105.433016,28.10422922,42698.2,10080.66667,3.0,38.57142857,0,0,0
3,2,0,37,0,12300000.0,666666.6667,3.0,3.0,0.0,24.66666667,1,1,0
30743,1,1,54,122,5724.880461,65.05545978,30743.0,0.0,0.0,76.66666667,0,0,0
60810,3,4,639,361,16444.66371,115.1126459,10135.0,14798.0,10507.0,125.0,0,0,0
23590,2,2,112,276,16447.6473081814,169.5633743111,7863.3333333333,3.0,3.0,88.8,0,0,0
78498,2,2,68,218,3643.404928,50.95671227,26166.0,1.0,48.0,64.0,0,0,0
77213,2,2,74,262,4351.598824,51.80474791,25737.66667,2.0,3.0,74.6,0,0,0
46431,1,1,46,151,4242.8549891237,43.0746699403,46431.0,0.0,0.0,81.0,0,0,0
59937783,2,2,106,228,5.572445014,0.066735868,20000000.0,59900000.0,59700000.0,76.2,0,0,0
161,2,2,68,164,1440993.789,24844.7205,53.66666667,3.0,4.0,53.2,0,0,0
4,2,0,0,0,0.0,500000.0,4.0,4.0,0.0,0.0,0,1,1
83,1,1,0,6,72289.15663,24096.38554,83.0,0.0,0.0,2.0,0,0,1
199,2,2,138,394,2673366.834,20100.50251,66.33333333,3.0,4.0,120.2,0,0,0
20,1,1,2,6,400000.0,100000.0,20.0,0.0,0.0,3.333333333,0,0,1
65,2,2,4,12,246153.8462,61538.46154,21.66666667,48.0,48.0,3.6,0,0,0
206,2,2,66,386,2194174.757,19417.47573,68.66666667,4.0,48.0,97.0,0,0,0
49169,1,1,44,60,2115.153857,40.67603571,49169.0,0.0,0.0,49.33333333,0,0,0
219,2,2,80,180,1187214.612,18264.84018,73.0,47.0,3.0,60.0,0,0,0
3,1,1,6,6,4000000.0,666666.6667,3.0,0.0,0.0,6.0,0,1,0
155,2,2,88,120,1341935.484,25806.45161,51.66666667,3.0,49.0,50.4,0,0,0
185,2,2,70,166,1275675.676,21621.62162,61.66666667,4.0,4.0,54.2,0,0,0
30825,1,1,76,204,9083.5360908354,64.8824006488,30825.0,0.0,0.0,118.6666666667,0,0,0
27619,1,1,48,48,3475.8680618415,72.413917955,27619.0,0.0,0.0,48.0,0,0,0
30739,1,1,81,163,7937.798887,65.06392531,30739.0,0.0,0.0,108.3333333,0,0,0
62162,1,1,44,105,2396.962775,32.17399698,62162.0,0.0,0.0,64.33333333,0,0,0
3,2,0,4,0,1333333.333,666666.6667,3.0,3.0,0.0,2.0,0,0,0
20,1,1,0,0,0.0,100000.0,20.0,0.0,0.0,0.0,0,1,0
46713,1,1,50,99,3189.690236,42.81463404,46713.0,0.0,0.0,66.33333333,0,0,0
31251,2,2,74,262,10751.65595,127.9959041,10417.0,4.0,3.0,74.6,0,0,0
24059,3,5,26,11607,483519.6808,332.5158984,3437.0,536.5,6000.5,1292.555556,0,0,1
58,1,1,0,0,0.0,34482.75862,58.0,0.0,0.0,0.0,0,1,0
65167229,13,15,1474,4467,91.16545373,0.429663812,2413601.074,5024605.917,4652757.286,204.862069,0,0,0
45,1,1,0,6,133333.3333,44444.44444,45.0,0.0,0.0,2.0,0,0,1
47370,2,2,86,162,5235.381043,84.44162972,15790.0,2.0,47.0,58.2,0,0,0
100616805,7,6,333,11595,118.5487852,0.129203069,8384733.75,16700000.0,32306.6,852.0,0,1,1
100825691,7,9,12976,56,129.2527715,0.158689713,6721712.733,16800000.0,12500000.0,847.4705882,1,1,0
115677241,153,196,3746,387165,3379.325065,3.017015248,332405.8649,760785.2895,593022.9949,1116.888571,0,0,0
19748,2,1,0,0,0.0,151.9141179,9874.0,16.0,0.0,0.0,0,1,0
80,2,0,0,0,0.0,25000.0,80.0,80.0,0.0,0.0,0,1,0
2450,3,0,43,0,17551.02041,1224.489796,1225.0,1225.0,0.0,12.25,0,1,0
166453,1,1,47,178,1351.7329216055,12.0154037476,166453.0,0.0,0.0,90.6666666667,0,0,0
23624178,1,6,6,36,1.777839635,0.296306606,3937363.0,0.0,4720674.8,6.0,0,1,0
95,2,0,12,0,126315.789473684,21052.6315789474,95.0,95.0,0.0,6.0,0,1,0
1000108,4,6,366,11595,11959.70835,9.998920117,111123.1111,333240.6667,230.2,1087.363636,0,0,1
50505,2,0,12,0,237.6002376,39.6000396,50505.0,50505.0,0.0,6.0,0,1,0
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,1,1
63,1,1,2,6,126984.127,31746.03175,63.0,0.0,0.0,3.333333333,0,0,1
54,1,1,0,0,0.0,37037.037037037,54.0,0.0,0.0,0.0,0,1,0
116080766,24,23,2219,10464,109.2601336,0.404890505,2523494.913,5046989.826,5033769.773,264.2291667,0,0,0
60621,1,1,49,189,3926.032233,32.9918675,60621.0,0.0,0.0,95.66666667,0,0,0
64071298,2,0,74,0,1.154963335,0.031215225,64100000.0,64100000.0,0.0,37.0,1,1,0
100091670,14,17,506,430,9.351427546,0.309716083,3336389.0,7692405.846,6250227.25,30.34375,1,1,0
61088242,14,13,788,3375,68.1473204,0.441983582,2349547.769,4699095.538,5086433.25,148.6785714,0,0,0
98725707,5,7,332,11595,120.8094666,0.121548889,8975064.273,24700000.0,16500000.0,917.9230769,0,0,1
98729900,6,7,333,11595,120.8144645,0.131672371,8227491.667,19700000.0,6110.5,852.0,0,1,1
117689884,134,165,11686,310956,2741.459071,2.540575195,394932.4966,884886.3459,688096.8476,1075.473333,0,0,0
529046,11,17,384,20440,39361.4165875935,52.9254544973,19594.2962962963,52904.6,20532.25,718.0689655172,0,0,0
57,1,1,0,0,0.0,35087.7193,57.0,0.0,0.0,0.0,0,1,0
5,3,0,0,0,0.0,600000.0,2.5,2.5,0.0,0.0,0,1,0
3003578,3,0,0,0,0.0,0.998808754,1501789.0,1501789.0,0.0,0.0,0,0,1
3934876,4,0,24,0,6.099302748,1.016550458,1311625.333,1311625.333,0.0,6.0,0,1,1
204,2,2,68,280,1705882.353,19607.84314,68.0,4.0,48.0,76.4,0,0,0
765499,23,28,952,41609,55599.02756,66.62320917,15309.98,34780.13636,22724.7037,818.4807692,0,0,0
410388,3,0,0,0,0.0,7.310155268,205194.0,205194.0,0.0,0.0,0,1,0
83064533,12,12,490,1792,27.47261578,0.28893198,3611501.435,7303433.818,7547936.909,91.28,0,0,0
487127,1,1,40,104,295.6107955,4.105705494,487127.0,0.0,0.0,61.33333333,0,0,0
141687,9,7,551,4010,32190.67381,112.9249684,9445.8,17710.875,14712.33333,268.2941176,0,0,0
239476,2,2,72,264,1403.063355,16.70313518,79825.33333,48.0,3.0,74.4,0,0,0
4,2,0,0,0,0.0,500000.0,4.0,4.0,0.0,0.0,0,1,0
121,1,1,0,0,0.0,16528.92562,121.0,0.0,0.0,0.0,0,1,0
48252,1,1,55,119,3606.068142,41.44905911,48252.0,0.0,0.0,76.33333333,0,0,0
211,2,2,72,270,1620853.081,18957.34597,70.33333333,3.0,48.0,75.6,0,0,0
158,2,2,88,120,1316455.696,25316.4557,52.66666667,47.0,3.0,50.4,0,0,0
5927271,9,6,614,4026,782.8223140126,2.5306755841,423376.5,740908.875,10804.8,290.0,0,0,0
43,1,1,0,6,139534.8837,46511.62791,43.0,0.0,0.0,2.0,0,0,1
7766811,7,5,810,373,152.314765996,1.5450356652,706073.727272727,1294468.5,21033.75,91.0,0,0,0
6206849,5,0,30,0,4.833370362,0.805561727,1551712.25,1551712.25,0.0,6.0,0,1,1
8221640,9,15,109,188,36.1241796,2.919125625,357462.6087,717680.75,587253.0,11.88,0,0,1
122,2,2,80,112,1573770.492,32786.88525,40.66666667,3.0,2.0,46.4,0,0,0
119122335,99,163,11306,239460,2105.113201,2.199419613,456407.4138,1215292.827,735176.784,953.4828897,0,0,0
67,1,1,2,6,119402.9851,29850.74627,67.0,0.0,0.0,3.333333333,0,0,1
107,2,2,4,12,149532.7103,37383.17757,35.66666667,48.0,48.0,3.6,0,0,0
176,2,2,78,180,1465909.09090909,22727.2727272727,58.6666666667,3.0,48.0,59.4,0,0,0
158,2,2,74,194,1696202.532,25316.4557,52.66666667,3.0,3.0,61.0,0,0,0
103686740,15,3,2541,6,24.56437535,0.173599826,6099220.0,7406187.786,51300000.0,134.0526316,0,0,1
4,2,0,37,0,9250000.0,500000.0,4.0,4.0,0.0,22.66666667,1,1,0
51,1,1,0,0,0.0,39215.68627,51.0,0.0,0.0,0.0,0,1,0
184,2,2,60,264,1760869.565,21739.13043,61.33333333,3.0,3.0,70.8,0,0,0
121576,1,1,44,99,1176.218991,16.45061525,121576.0,0.0,0.0,62.33333333,0,0,0
6055525,9,6,374,4394,787.3801198,2.477076719,432537.5,756940.625,32812.4,298.0,0,0,0
111606,3,5,26,11607,104232.7473,71.68073401,15943.71429,425.0,27893.5,1292.555556,0,0,1
1264434,3,4,26,11607,9200.163868,5.536073848,210739.0,511.5,421428.0,1454.125,0,0,1
78530,3,4,26,11607,148134.4709,89.13790908,13088.33333,382.0,26167.66667,1454.125,0,0,1
203,2,2,80,336,2049261.084,19704.4335,67.66666667,3.0,4.0,91.2,0,0,0
68647,6,2,11607,26,169461.1564,116.5382318,9806.714286,13729.4,62.0,1292.555556,0,0,0
66,1,1,2,6,121212.1212,30303.0303,66.0,0.0,0.0,3.333333333,0,0,1
5103568,8,6,307,147,88.95737257,2.74317889,392582.1538,729081.1429,20360.0,30.26666667,0,0,0
145059,1,1,50,98,1020.274509,13.78749336,145059.0,0.0,0.0,66.0,0,0,0
277,2,2,64,96,577617.3285,14440.43321,92.33333333,3.0,3.0,38.4,0,0,0
23750,2,2,70,192,11031.57895,168.4210526,7916.666667,4.0,3.0,59.4,0,0,0
140,1,1,0,6,42857.14286,14285.71429,140.0,0.0,0.0,2.0,0,0,1
118131926,24,26,25439,5628,262.9856386,0.423255607,2410855.633,5136170.696,4723804.92,609.1568627,0,0,0
96,1,1,0,0,0.0,20833.33333,96.0,0.0,0.0,0.0,0,1,0
155824,3,5,26,11601,74616.2337,51.3399733,22260.57143,14517.5,38927.0,1291.888889,0,0,1
154,2,2,90,122,1376623.377,25974.02597,51.33333333,3.0,48.0,51.4,0,0,0
75,1,2,6,12,240000.0,40000.0,37.5,0.0,57.0,6.0,0,1,0
33150511,2,0,0,0,0.0,0.060330895,33200000.0,33200000.0,0.0,0.0,0,1,1
80,1,2,0,0,0.0,37500.0,40.0,0.0,48.0,0.0,0,1,0
188,2,2,64,204,1425531.915,21276.59574,62.66666667,4.0,3.0,60.0,0,0,0
205,2,2,70,392,2253658.537,19512.19512,68.33333333,5.0,3.0,99.4,0,0,0
40598,2,0,0,0,0.0,49.26351052,40598.0,40598.0,0.0,0.0,0,1,0
6,1,1,0,6,1000000.0,333333.3333,6.0,0.0,0.0,2.0,0,0,1
147,2,2,326,326,4435374.15,27210.88435,49.0,3.0,49.0,163.0,0,0,0
246,2,2,64,258,1308943.089,16260.1626,82.0,1.0,48.0,70.8,0,0,0
121030,4,2,120,614,6064.6120796497,49.5744856647,24206.0,11371.3333333333,4.0,109.1428571429,0,0,0
4,2,0,43,0,10750000.0,500000.0,4.0,4.0,0.0,26.6666666667,1,1,0
147,2,0,12,0,81632.65306,13605.44218,147.0,147.0,0.0,6.0,0,1,0
174573,3,5,26,11607,66636.8797,45.8261014,24939.0,467.0,43615.0,1292.555556,0,0,1
130991,7,5,376,3508,29650.89205,91.60934721,11908.27273,21831.83333,18739.5,298.7692308,0,0,0
189,2,2,66,98,867724.8677,21164.02116,63.0,4.0,3.0,39.4,0,0,0
83,1,2,0,0,0.0,36144.57831,41.5,0.0,49.0,0.0,0,1,0
47478,1,1,42,107,3138.295631661,42.1247735793,47478.0,0.0,0.0,63.6666666667,0,0,0
71,2,2,4,12,225352.1127,56338.02817,23.66666667,1.0,1.0,3.6,0,0,0
121,2,0,12,0,99173.5537190083,16528.9256198347,121.0,121.0,0.0,6.0,0,1,0
142,2,2,80,112,1352112.676,28169.01408,47.33333333,3.0,4.0,46.4,0,0,0
28,1,1,0,0,0.0,71428.57143,28.0,0.0,0.0,0.0,0,1,0
97858124,6,6,342,11595,121.9827186,0.122626508,8896193.091,19600000.0,12702.2,918.2307692,0,1,1
55789406,35,56,1421,66584,1218.959026,1.631134054,619882.2889,1640864.882,912564.1273,739.1847826,0,0,0
84108079,10,6,311,11595,141.5559616,0.190231428,5607205.267,9344289.0,3883.0,700.3529412,0,1,1
61297,1,1,46,233,4551.6093772942,32.62802421,61297.0,0.0,0.0,108.3333333333,0,0,0
31199,2,2,62,216,8910.542005,128.2092375,10399.66667,3.0,3.0,61.8,0,0,0
227,2,2,76,154,1013215.859,17621.14537,75.66666667,49.0,49.0,53.6,0,0,0
119497121,35,30,5236,16197,179.3599697,0.543946159,1867142.516,3514621.206,3937138.276,324.7424242,0,0,0
16,1,1,2,6,500000.0,125000.0,16.0,0.0,0.0,3.333333333,0,0,1
58,2,2,4,12,275862.069,68965.51724,19.33333333,1.0,49.0,3.6,0,0,0
188,2,2,64,124,1000000.0,21276.59574,62.66666667,4.0,3.0,44.0,0,0,0
66152,3,4,436,860,19591.24441,105.8169065,11025.33333,16232.0,11317.33333,162.0,0,0,0
75,2,0,0,0,0.0,26666.66667,75.0,75.0,0.0,0.0,0,1,0
177328,2,2,70,242,1759.451412,22.55706939,59109.33333,12.0,3.0,69.4,0,0,0
106,3,1,43,6,462264.150943396,37735.8490566038,35.3333333333,2.0,0.0,11.0,0,1,0
116500523,16,17,1074,5197,53.8280845314,0.2832605309,3640641.34375,7766701.53333333,7266683.5,184.4411764706,0,0,0
117626564,49,74,2762,82402,724.0201286505,1.0456821641,964152.163934426,2450553.41666667,1542298.16438356,686.8064516129,0,0,0
204,2,2,60,264,1588235.29411765,19607.8431372549,68.0,3.0,3.0,70.8,0,0,0
23730,2,2,72,200,11462.28403,168.5630004,7910.0,48.0,48.0,61.6,0,0,0
50729,1,1,0,0,0.0,39.425180863,50729.0,0.0,0.0,0.0,0,1,0
84658273,8,5,327,11595,140.8249847,0.153558531,7054856.083,12100000.0,35113.75,851.5714286,0,1,1
47410,1,1,46,111,3311.53765,42.185193,47410.0,0.0,0.0,67.66666667,0,0,0
210266,24,44,871,60219,290536.7487,323.399884,3138.298507,9142.0,4053.767442,885.3623188,0,0,0
3,2,0,12,0,4000000.0,666666.6667,3.0,3.0,0.0,6.0,0,1,0
115403981,16,14,911,244,10.00832025,0.25995637,3979447.621,7693598.733,8529861.308,37.25806452,0,0,0
30853,1,1,48,88,4407.999222,64.82351797,30853.0,0.0,0.0,61.33333333,0,0,0
996518,3,3,0,18,18.062895,6.020965,199303.6,497995.5,498068.5,2.571428571,0,0,1
590,1,1,61,143,345762.7119,3389.830508,590.0,0.0,0.0,88.33333333,0,0,0
1682805,3,3,0,0,0.0,3.565475501,336561.0,727564.5,727111.5,0.0,0,0,0
194,2,2,78,176,1309278.351,20618.5567,64.66666667,4.0,48.0,58.6,0,0,0
224,2,2,84,284,1642857.14285714,17857.1428571429,74.6666666667,48.0,49.0,82.0,0,0,0
61299741,12,10,732,521,20.44054313,0.358892218,2919035.286,5564284.545,6799647.111,54.47826087,0,0,0
73,1,1,0,0,0.0,27397.26027,73.0,0.0,0.0,0.0,0,1,0
35,1,1,6,6,342857.1429,57142.85714,35.0,0.0,0.0,6.0,0,1,0
81,1,1,0,6,74074.07407,24691.35802,81.0,0.0,0.0,2.0,0,0,1
21,1,1,0,6,285714.2857,95238.09524,21.0,0.0,0.0,2.0,0,0,1
418236,1,1,48,110,377.7771402,4.781989116,418236.0,0.0,0.0,68.66666667,0,0,0
7930780,5,0,30,0,3.782730072,0.630455012,1982695.0,1982695.0,0.0,6.0,0,1,1
61663,2,2,76,194,4378.63873,64.86872192,20554.33333,4.0,3.0,61.6,0,0,0
21891402,2,2,95,143,10.87184823,0.182720138,7297134.0,21800000.0,21800000.0,56.6,0,0,0
111738643,36,18,7254,1296,76.51784352,0.483270591,2108276.283,3192532.657,6572837.706,162.7818182,1,1,0
40472,2,2,66,196,6473.6113856493,98.833761613,13490.6666666667,3.0,49.0,59.0,0,0,0
61,1,1,0,0,0.0,32786.88525,61.0,0.0,0.0,0.0,0,1,0
735,1,1,0,0,0.0,2721.088435,735.0,0.0,0.0,0.0,0,1,0
21,1,1,0,6,285714.2857,95238.09524,21.0,0.0,0.0,2.0,0,0,1
89268,1,1,48,48,1075.413362,22.40444504,89268.0,0.0,0.0,48.0,0,0,0
749018,17,20,873,24453,33812.27153,49.3980118,20806.05556,46813.625,7809.526316,666.4736842,0,0,0
99648136,5,7,317,11595,119.5406204,0.120423728,9058921.455,24900000.0,16600000.0,916.7692308,0,0,1
1,2,0,0,0,0.0,2000000.0,1.0,1.0,0.0,0.0,0,1,1
30799,1,1,82,164,7987.272314,64.93717328,30799.0,0.0,0.0,109.3333333,0,0,0
468496,1,1,44,78,260.407773,4.268979885,468496.0,0.0,0.0,55.33333333,0,0,0
62,1,1,0,6,96774.19355,32258.06452,62.0,0.0,0.0,2.0,0,0,1
206,2,2,76,202,1349514.563,19417.47573,68.66666667,47.0,49.0,63.2,0,0,0
190250,4,2,204,322,2764.78318,31.53745072,38050.0,20378.66667,4.0,82.42857143,0,0,0
116165315,18,19,339,9713,86.53185333,0.318511597,3226814.306,6833253.824,6276814.444,264.5263158,0,0,0
144101,2,0,12,0,83.27492523,13.8791542,144101.0,144101.0,0.0,6.0,0,1,0
262347,2,2,68,230,1135.900163,15.24698205,87449.0,3.0,48.0,66.4,0,0,0
155,2,2,88,120,1341935.484,25806.45161,51.66666667,3.0,4.0,50.4,0,0,0
102599,4,2,172,308,4678.408172,58.48010215,20519.8,10973.66667,4.0,74.71428571,0,0,0
139108,2,2,72,412,3479.311039,28.75463669,46369.33333,3.0,3.0,104.0,0,0,0
3463141,2,2,101,176,79.98519263,1.155020832,1154380.333,3402815.0,3432734.0,65.6,0,0,0
76809,2,2,94,542,8280.279655,52.07723053,25603.0,3.0,4.0,136.6,0,0,0
342684,15,10,974,7387,24398.5712784956,72.9535081883,14278.5,24477.4285714286,31383.0,321.5769230769,0,0,0
943822,2,0,0,0,0.0,2.119043633,943822.0,943822.0,0.0,0.0,0,1,0
91,1,1,6,6,131868.131868132,21978.021978022,91.0,0.0,0.0,6.0,0,1,0
34463,1,1,64,130,5629.225546,58.03325305,34463.0,0.0,0.0,86.0,0,0,0
66643817,48,74,1569,96835,1476.566086,1.830627438,550775.3471,1417953.553,912043.2192,800.0325203,0,0,0
2,1,1,0,0,0.0,1000000.0,2.0,0.0,0.0,0.0,0,1,0
463,1,1,95,177,587473.002159827,4319.6544276458,463.0,0.0,0.0,122.3333333333,0,0,0
9621679,9,15,104,188,30.34813363,2.494367147,418333.8696,849891.375,687258.0,11.68,0,0,1
60589698,14,12,792,3890,77.27386263,0.429115854,2423587.92,4660746.0,5500524.545,173.4074074,0,0,0
127096,1,1,48,163,1660.162397,15.73613646,127096.0,0.0,0.0,86.33333333,0,0,0
207,2,2,80,112,927536.2319,19323.6715,69.0,49.0,48.0,46.4,0,0,0
100477625,9,7,1306,11595,128.396745,0.159239433,6698508.333,12500000.0,16700000.0,759.2352941,0,0,1
95042,1,1,0,0,0.0,21.04332821,95042.0,0.0,0.0,0.0,0,1,0
21,13,0,650,0,31000000.0,619047.619,1.75,1.75,0.0,50.0,0,0,0
211,2,1,31,6,175355.4502,14218.00948,105.5,211.0,0.0,17.0,1,1,0
13,1,1,2,6,615384.6154,153846.1538,13.0,0.0,0.0,3.333333333,0,0,1
22,1,1,6,6,545454.5455,90909.09091,22.0,0.0,0.0,6.0,0,1,0
51428,2,2,74,154,4433.382593,77.77864198,17142.66667,3.0,3.0,53.0,0,0,0
139,2,2,46,46,661870.5036,28776.97842,46.33333333,4.0,1.0,23.0,0,0,0
379,2,2,60,264,854881.2665,10554.08971,126.3333333,49.0,191.0,70.8,0,0,0
767636,2,1,0,0,0.0,3.908102278,383818.0,767636.0,0.0,0.0,0,1,0
51327,2,2,76,132,4052.448029,77.93169287,17109.0,1.0,48.0,49.2,0,0,0
30604,1,1,70,144,6992.549993,65.35093452,30604.0,0.0,0.0,94.66666667,0,0,0
43,1,1,2,6,186046.5116,46511.62791,43.0,0.0,0.0,3.333333333,0,0,1
31106,2,2,72,328,12859.2554491095,128.5925544911,10368.6666666667,3.0,48.0,87.2,0,0,0
188,2,2,74,188,1393617.021,21276.59574,62.66666667,4.0,49.0,59.8,0,0,0
194,2,2,70,164,1206185.567,20618.5567,64.66666667,3.0,3.0,53.8,0,0,0
49,1,1,2,6,163265.3061,40816.32653,49.0,0.0,0.0,3.333333333,0,0,1
24480,1,1,39,120,6495.098039,81.69934641,24480.0,0.0,0.0,66.0,0,0,0
60879,2,2,62,268,5420.58838,65.70410158,20293.0,1.0,4.0,72.2,0,0,0
195,2,2,80,112,984615.3846,20512.82051,65.0,49.0,49.0,46.4,0,0,0
197,2,2,46,46,467005.0761,20304.56853,65.66666667,1.0,49.0,23.0,0,0,0
100143319,7,9,11607,62,116.5230004,0.159771018,6676221.267,16700000.0,12500000.0,686.7647059,0,1,0
206,2,0,12,0,58252.427184466,9708.7378640777,206.0,206.0,0.0,6.0,0,1,0
3,2,0,37,0,12333333.3333333,666666.666666667,3.0,3.0,0.0,24.6666666667,1,1,0
30213,1,1,48,80,4236.586899679,66.1966703075,30213.0,0.0,0.0,58.6666666667,0,0,0
50947,2,2,82,254,6595.089014,78.51296445,16982.33333,3.0,1.0,75.4,0,0,0
77926,2,2,68,182,3208.171855,51.33074969,25975.33333,4.0,3.0,56.8,0,0,0
4,2,0,12,0,3000000.0,500000.0,4.0,4.0,0.0,6.0,0,1,0
61686,4,2,160,396,9013.390397,97.26680284,12337.2,10294.0,3.0,85.14285714,0,0,0
674832,41,56,1041,106380,159181.8408,143.7394789,7029.5,16870.8,11895.98182,1096.132653,0,0,0
893997,5,8,1178,2155,3728.20043,14.54143582,74499.75,185888.25,106547.8571,238.0714286,0,0,0
194,2,2,84,204,1484536.082,20618.5567,64.66666667,3.0,4.0,66.0,0,0,0
6046180,9,5,628,2710,552.0841258447,2.3155116123,465090.769230769,755772.5,32703.75,222.5333333333,0,0,0
140,2,2,88,120,1485714.28571429,28571.4285714286,46.6666666667,3.0,3.0,50.4,0,0,0
165567,2,2,66,282,2101.868126,24.15940375,55189.0,1.0,2.0,76.2,0,0,0
162,2,2,64,96,987654.321,24691.35802,54.0,3.0,48.0,38.4,0,0,0
1,2,0,4,0,4000000.0,2000000.0,1.0,1.0,0.0,2.0,0,0,0
115,1,1,6,6,104347.8261,17391.30435,115.0,0.0,0.0,6.0,0,1,0
48511,2,2,74,218,6019.253365,82.45552555,16170.33333,1.0,3.0,65.8,0,0,0
48,1,1,2,6,166666.6667,41666.66667,48.0,0.0,0.0,3.333333333,0,0,1
8116037,1,6,6,36,5.174939444,0.862489907,1352672.833,0.0,1622358.4,6.0,0,1,0
142121,3,4,26,11601,81810.56987,49.25380486,23686.83333,10168.0,47345.33333,1453.375,0,0,1
308,2,2,58,190,805194.805194805,12987.012987013,102.6666666667,48.0,49.0,55.4,0,0,0
5224128,4,4,533,557,208.6472613,1.531356046,746304.0,73958.0,1712946.0,121.1111111,0,0,0
147562,3,6,355,11595,80982.90888,60.99131213,18445.25,5508.0,29504.4,1195.0,0,0,1
74390,2,0,12,0,161.3120043,26.88533405,74390.0,74390.0,0.0,6.0,0,1,0
49,1,1,0,6,122448.9796,40816.32653,49.0,0.0,0.0,2.0,0,0,1
81704281,9,7,320,11595,145.8307919,0.195828172,5446952.067,10200000.0,25438.5,700.8823529,0,1,1
30761,2,2,82,170,8192.1914112025,130.0347843048,10253.6666666667,1.0,3.0,58.6,0,0,0
115116290,19,20,547,12132,110.1407976,0.338787847,3029376.053,6395349.444,5803837.105,316.975,0,0,0
31,1,1,6,6,387096.774193548,64516.1290322581,31.0,0.0,0.0,6.0,0,1,0
15816076,11,24,442,844,81.309675042,2.2129382787,465178.705882353,1581607.6,459191.52173913,35.7222222222,0,0,0
5969922,9,6,618,4026,777.8996107,2.512595642,426423.0,746240.25,42813.6,290.25,0,0,0
30496,1,1,48,48,3147.9538300105,65.5823714586,30496.0,0.0,0.0,48.0,0,0,0
92140,1,1,51,148,2159.756892,21.70609941,92140.0,0.0,0.0,83.33333333,0,0,0
74,1,1,0,6,81081.08108,27027.02703,74.0,0.0,0.0,2.0,0,0,1
60613035,14,11,938,1178,34.9099826465,0.412452536,2525543.125,4662541.15384615,6052728.9,81.3846153846,0,0,0
90910830,14,13,11569,5083,183.1684959867,0.2969943185,3496570.38461538,6989359.53846154,7571800.58333333,594.7142857143,0,0,0
84120,2,2,80,274,4208.2738944365,47.5511174513,28040.0,3.0,3.0,78.8,0,0,0
55248161,11,10,864,3547,79.83976154,0.380103149,2762408.05,5357290.9,6133644.889,200.5,0,0,0
59680,1,1,45,61,1776.13941,33.51206434,59680.0,0.0,0.0,50.33333333,0,0,0
1002,2,0,0,0,0.0,1996.007984,1002.0,1002.0,0.0,0.0,0,1,1
999381,2,0,12,0,12.0074326,2.001238767,999381.0,999381.0,0.0,6.0,0,1,0
32583,4,2,188,268,13995.0280821287,184.1451063438,6516.6,8331.3333333333,3.0,71.8571428571,0,0,0
3,2,0,12,0,4000000.0,666666.666666667,3.0,3.0,0.0,6.0,0,0,0
15063,1,1,6,6,796.654053,132.7756755,15063.0,0.0,0.0,6.0,0,1,0
51929,2,0,12,0,231.0847503,38.51412506,51929.0,51929.0,0.0,6.0,0,1,0
766893,3,7,26,11601,15161.17633,13.03962874,85210.33333,13910.0,127790.6667,1057.0,0,0,1
110189379,16,14,878,1592,22.41595354,0.272258545,3799633.759,7344375.667,8474274.308,79.67741935,0,0,0
115738,4,4,220,444,5737.095854,69.1216368,16534.0,38486.33333,22196.0,79.88888889,0,0,0
48,2,0,0,0,0.0,41666.66667,48.0,48.0,0.0,0.0,0,1,0
5319943,3,1,12,0,2.255663266,0.751887755,1773314.333,2659971.5,0.0,2.4,0,0,0
138468,3,4,438,860,9374.006991,50.55319641,23078.0,57378.5,38405.66667,162.25,0,0,0
55,1,1,0,6,109090.9091,36363.63636,55.0,0.0,0.0,2.0,0,0,1
